Season,Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Honors,Contract Age,CY Flag,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Avg. Value
2020,30.0,Domantas Sabonis,24.0,IND,PF,62.0,62.0,2231.0,484.0,904.0,0.535,52.0,162.0,0.321,432.0,742.0,0.582,0.564,240.0,328.0,0.732,150.0,592.0,742.0,415.0,76.0,33.0,213.0,203.0,1260.0,9.0,AS,1,0,20.6,0.601,0.179,0.363,7.3,28.6,18.0,27.5,1.6,1.2,16.9,24.1,4.0,3.0,6.9,0.149,2.3,1.6,3.8,3.3,"$18,725,000"
2020,33.0,Karl-Anthony Towns,25.0,MIN,C,50.0,50.0,1689.0,425.0,875.0,0.486,122.0,315.0,0.387,303.0,560.0,0.541,0.555,267.0,311.0,0.859,133.0,396.0,529.0,225.0,39.0,57.0,160.0,186.0,1239.0,0.0,,2,0,23.1,0.612,0.36,0.355,8.2,26.4,17.0,22.6,1.1,2.9,13.7,29.1,3.8,1.6,5.4,0.153,4.3,0.2,4.5,2.8,"$31,650,600"
2020,39.0,Pascal Siakam,26.0,TOR,PF,56.0,56.0,2006.0,437.0,961.0,0.455,73.0,246.0,0.297,364.0,715.0,0.509,0.493,249.0,301.0,0.827,95.0,310.0,405.0,250.0,64.0,37.0,130.0,174.0,1196.0,1.0,,1,0,17.7,0.547,0.256,0.313,5.0,17.6,11.1,20.5,1.5,1.8,10.6,26.3,2.3,2.0,4.2,0.101,1.0,-0.3,0.8,1.4,"$34,226,304"
2020,41.0,Buddy Hield,28.0,SAC,SG,71.0,71.0,2433.0,403.0,992.0,0.406,282.0,721.0,0.391,121.0,271.0,0.446,0.548,88.0,104.0,0.846,29.0,305.0,334.0,257.0,63.0,30.0,130.0,175.0,1176.0,0.0,,1,0,12.8,0.567,0.727,0.105,1.3,14.1,7.6,14.7,1.2,1.0,11.1,20.7,1.5,0.7,2.2,0.044,1.0,-1.6,-0.6,0.9,"$23,500,000"
2020,44.0,Dillon Brooks,25.0,MEM,SF,67.0,67.0,1997.0,432.0,1031.0,0.419,128.0,372.0,0.344,304.0,659.0,0.461,0.481,159.0,195.0,0.815,53.0,143.0,196.0,157.0,78.0,26.0,119.0,237.0,1151.0,0.0,,1,0,12.1,0.515,0.361,0.189,2.8,7.7,5.2,11.7,1.9,1.2,9.6,26.1,-0.5,1.8,1.4,0.033,-2.6,-1.1,-3.7,-0.9,"$11,666,667"
2020,49.0,C.J. McCollum,29.0,POR,SG,47.0,47.0,1600.0,405.0,884.0,0.458,169.0,420.0,0.402,236.0,464.0,0.509,0.554,108.0,133.0,0.812,30.0,155.0,185.0,223.0,44.0,21.0,65.0,87.0,1087.0,0.0,,4,1,20.8,0.577,0.475,0.15,2.0,10.6,6.2,23.0,1.3,1.2,6.5,27.1,4.1,0.6,4.7,0.141,5.0,-1.1,3.9,2.4,"$26,658,362"
2020,50.0,James Harden,31.0,2TM,PG,44.0,43.0,1609.0,342.0,734.0,0.466,121.0,334.0,0.362,221.0,400.0,0.553,0.548,278.0,323.0,0.861,35.0,313.0,348.0,475.0,53.0,33.0,177.0,99.0,1083.0,12.0,"MVP-13,AS",2,0,24.5,0.618,0.455,0.44,2.5,20.6,11.9,44.4,1.6,1.8,16.8,28.4,5.3,1.7,7.0,0.208,6.2,1.0,7.2,3.7,"$42,782,880"
2020,50.0,James Harden,31.0,HOU,PG,8.0,8.0,290.0,60.0,135.0,0.444,25.0,72.0,0.347,35.0,63.0,0.556,0.537,53.0,60.0,0.883,5.0,36.0,41.0,83.0,7.0,6.0,34.0,14.0,198.0,0.0,,2,0,22.4,0.613,0.533,0.444,1.8,13.8,7.5,46.9,1.1,1.8,17.4,28.7,0.8,0.2,1.0,0.159,5.4,-0.6,4.8,0.5,"$42,782,880"
2020,50.0,James Harden,31.0,BRK,PG,36.0,35.0,1319.0,282.0,599.0,0.471,96.0,262.0,0.366,186.0,337.0,0.552,0.551,225.0,263.0,0.856,30.0,277.0,307.0,392.0,46.0,27.0,143.0,85.0,885.0,12.0,,2,0,25.0,0.619,0.437,0.439,2.6,22.1,12.9,43.8,1.7,1.8,16.7,28.4,4.5,1.5,6.0,0.219,6.4,1.3,7.7,3.2,"$42,782,880"
2020,52.0,Dejounte Murray,24.0,SAS,PG,67.0,67.0,2139.0,441.0,974.0,0.453,63.0,199.0,0.317,378.0,775.0,0.488,0.485,106.0,134.0,0.791,58.0,415.0,473.0,363.0,101.0,7.0,117.0,135.0,1051.0,4.0,,1,0,16.5,0.509,0.204,0.138,2.8,21.1,11.8,25.9,2.3,0.3,10.2,23.4,0.7,2.6,3.3,0.074,-0.2,1.0,0.8,1.5,"$16,000,000"
2020,56.0,Jamal Murray,23.0,DEN,PG,48.0,48.0,1704.0,378.0,792.0,0.477,129.0,316.0,0.408,249.0,476.0,0.523,0.559,133.0,153.0,0.869,37.0,157.0,194.0,231.0,64.0,13.0,108.0,95.0,1018.0,0.0,,1,0,18.3,0.592,0.399,0.193,2.5,10.4,6.5,20.3,1.9,0.7,11.2,24.8,3.1,1.5,4.6,0.129,2.7,-0.7,2.0,1.7,"$31,650,600"
2020,57.0,Rudy Gobert,28.0,UTA,C,71.0,71.0,2187.0,391.0,579.0,0.675,0.0,4.0,0.0,391.0,575.0,0.68,0.675,233.0,374.0,0.623,240.0,720.0,960.0,89.0,40.0,190.0,118.0,163.0,1015.0,0.0,"MVP-10,DPOY-1,AS,NBA3,DEF1",4,1,23.5,0.683,0.007,0.646,12.2,33.5,23.3,6.0,0.9,7.0,13.7,17.0,6.1,5.2,11.3,0.248,2.1,2.8,4.9,3.8,"$25,500,000"
2020,62.0,Caris LeVert,26.0,2TM,SG,47.0,39.0,1486.0,359.0,814.0,0.441,84.0,258.0,0.326,275.0,556.0,0.495,0.493,146.0,180.0,0.811,33.0,181.0,214.0,245.0,66.0,30.0,102.0,105.0,948.0,0.0,,1,0,17.8,0.531,0.317,0.221,2.5,13.1,7.8,25.4,2.1,1.7,10.2,28.7,0.9,1.5,2.4,0.077,0.9,-0.5,0.4,0.9,"$17,500,000"
2020,62.0,Caris LeVert,26.0,BRK,SG,12.0,4.0,334.0,87.0,200.0,0.435,22.0,63.0,0.349,65.0,137.0,0.474,0.49,26.0,34.0,0.765,10.0,42.0,52.0,72.0,13.0,6.0,26.0,20.0,222.0,0.0,,1,0,19.1,0.516,0.315,0.17,3.5,13.2,8.6,34.1,1.9,1.6,10.8,31.5,0.3,0.3,0.6,0.084,2.1,-0.6,1.5,0.3,"$17,500,000"
2020,62.0,Caris LeVert,26.0,IND,SG,35.0,35.0,1152.0,272.0,614.0,0.443,62.0,195.0,0.318,210.0,419.0,0.501,0.493,120.0,146.0,0.822,23.0,139.0,162.0,173.0,53.0,24.0,76.0,85.0,726.0,0.0,,1,0,17.4,0.535,0.318,0.238,2.2,13.0,7.6,22.9,2.2,1.7,10.1,27.9,0.6,1.2,1.8,0.075,0.5,-0.5,0.0,0.6,"$17,500,000"
2020,67.0,Dennis Schröder,27.0,LAL,SG,61.0,61.0,1956.0,332.0,760.0,0.437,71.0,212.0,0.335,261.0,548.0,0.476,0.484,206.0,243.0,0.848,30.0,181.0,211.0,351.0,70.0,13.0,163.0,159.0,941.0,0.0,,4,1,13.8,0.543,0.279,0.32,1.7,10.3,6.1,26.9,1.7,0.6,15.8,22.9,1.0,2.7,3.8,0.093,-1.3,0.2,-1.1,0.4,"$17,500,000"
2020,75.0,Eric Bledsoe,31.0,NOP,SG,71.0,70.0,2111.0,307.0,730.0,0.421,121.0,355.0,0.341,186.0,375.0,0.496,0.503,134.0,195.0,0.687,29.0,215.0,244.0,268.0,55.0,24.0,114.0,112.0,869.0,0.0,,2,0,11.5,0.533,0.486,0.267,1.5,11.1,6.3,17.3,1.2,1.1,12.3,18.5,1.1,1.3,2.3,0.053,-1.2,-0.9,-2.0,0.0,"$17,500,000"
2020,87.0,Ben Simmons,24.0,PHI,PG,58.0,58.0,1877.0,325.0,583.0,0.557,3.0,10.0,0.3,322.0,573.0,0.562,0.56,176.0,287.0,0.613,93.0,324.0,417.0,401.0,93.0,35.0,173.0,171.0,829.0,4.0,"MVP-12,DPOY-2,AS,DEF1",1,0,18.3,0.584,0.017,0.492,5.6,18.7,12.2,31.3,2.4,1.7,19.6,20.2,2.7,3.3,6.0,0.153,0.7,2.2,2.9,2.3,"$35,448,672"
2020,92.0,John Wall,30.0,HOU,PG,40.0,40.0,1288.0,293.0,726.0,0.404,79.0,249.0,0.317,214.0,477.0,0.449,0.458,158.0,211.0,0.749,17.0,112.0,129.0,275.0,42.0,31.0,141.0,46.0,823.0,1.0,,2,0,15.4,0.503,0.343,0.291,1.3,9.7,5.3,36.2,1.5,2.1,14.7,31.7,-1.0,0.8,-0.2,-0.007,1.2,-1.9,-0.7,0.4,"$42,782,880"
2020,107.0,Kyle Lowry,34.0,TOR,PG,46.0,46.0,1601.0,260.0,596.0,0.436,131.0,331.0,0.396,129.0,265.0,0.487,0.546,140.0,160.0,0.875,35.0,212.0,247.0,338.0,45.0,14.0,126.0,143.0,791.0,2.0,,1,1,16.5,0.593,0.555,0.268,2.3,15.1,8.5,31.8,1.4,0.9,15.9,21.4,2.9,1.3,4.1,0.124,2.0,-0.4,1.6,1.5,"$30,500,000"
2020,110.0,Anthony Davis,27.0,LAL,PF,36.0,36.0,1162.0,301.0,613.0,0.491,26.0,100.0,0.26,275.0,513.0,0.536,0.512,158.0,214.0,0.738,62.0,224.0,286.0,110.0,45.0,59.0,74.0,60.0,786.0,0.0,AS,5,1,22.1,0.556,0.163,0.349,6.0,21.5,13.8,16.4,1.9,4.5,9.5,29.2,1.3,2.4,3.7,0.152,2.6,2.2,4.8,2.0,"$25,434,263"
2020,118.0,Louis Williams,34.0,2TM,PG,66.0,4.0,1423.0,265.0,646.0,0.41,69.0,173.0,0.399,196.0,473.0,0.414,0.464,150.0,173.0,0.867,21.0,117.0,138.0,225.0,47.0,6.0,108.0,62.0,749.0,0.0,,3,1,14.0,0.519,0.268,0.268,1.7,8.9,5.4,23.4,1.6,0.4,13.0,25.7,0.5,1.2,1.7,0.056,-1.0,-1.5,-2.5,-0.2,"$8,000,000"
2020,118.0,Louis Williams,34.0,LAC,PG,42.0,3.0,918.0,181.0,430.0,0.421,45.0,119.0,0.378,136.0,311.0,0.437,0.473,103.0,119.0,0.866,15.0,73.0,88.0,144.0,39.0,4.0,66.0,42.0,510.0,0.0,,3,1,15.7,0.529,0.277,0.277,1.9,8.7,5.4,23.3,2.1,0.4,12.0,26.5,0.7,0.9,1.6,0.084,-0.5,-1.0,-1.5,0.1,"$8,000,000"
2020,118.0,Louis Williams,34.0,ATL,PG,24.0,1.0,505.0,84.0,216.0,0.389,24.0,54.0,0.444,60.0,162.0,0.37,0.444,47.0,54.0,0.87,6.0,44.0,50.0,81.0,8.0,2.0,42.0,20.0,239.0,0.0,,3,1,10.8,0.498,0.25,0.25,1.3,9.3,5.4,23.7,0.8,0.3,14.9,24.3,-0.2,0.2,0.0,0.004,-1.8,-2.5,-4.3,-0.3,"$8,000,000"
2020,129.0,Josh Richardson,27.0,DAL,SG,59.0,56.0,1790.0,264.0,618.0,0.427,88.0,267.0,0.33,176.0,351.0,0.501,0.498,99.0,108.0,0.917,51.0,144.0,195.0,153.0,61.0,24.0,79.0,130.0,715.0,0.0,,3,0,11.9,0.537,0.432,0.175,3.2,8.8,6.0,12.1,1.7,1.2,10.6,18.4,1.0,1.4,2.4,0.066,-1.5,-0.2,-1.7,0.1,"$10,491,264"
2020,146.0,Victor Oladipo,28.0,3TM,SG,33.0,33.0,1080.0,235.0,576.0,0.408,78.0,239.0,0.326,157.0,337.0,0.466,0.476,104.0,138.0,0.754,12.0,148.0,160.0,151.0,46.0,14.0,83.0,81.0,652.0,0.0,,4,1,14.3,0.512,0.415,0.24,1.2,15.1,8.0,22.8,2.0,1.2,11.5,28.5,-0.6,1.0,0.4,0.017,-0.9,-0.8,-1.7,0.1,"$21,250,000"
2020,146.0,Victor Oladipo,28.0,IND,SG,9.0,9.0,300.0,64.0,152.0,0.421,25.0,69.0,0.362,39.0,83.0,0.47,0.503,27.0,37.0,0.73,1.0,50.0,51.0,38.0,15.0,2.0,18.0,23.0,180.0,0.0,,4,1,15.5,0.535,0.454,0.243,0.4,18.0,9.2,18.7,2.4,0.5,9.7,26.4,0.0,0.3,0.4,0.063,0.0,-0.1,-0.2,0.1,"$21,250,000"
2020,146.0,Victor Oladipo,28.0,HOU,SG,20.0,20.0,669.0,155.0,381.0,0.407,49.0,153.0,0.32,106.0,228.0,0.465,0.471,65.0,83.0,0.783,8.0,87.0,95.0,99.0,24.0,10.0,51.0,45.0,424.0,0.0,,4,1,14.9,0.508,0.402,0.218,1.2,14.5,7.6,25.3,1.7,1.3,10.9,29.8,-0.3,0.5,0.1,0.009,-0.3,-1.0,-1.3,0.1,"$21,250,000"
2020,146.0,Victor Oladipo,28.0,MIA,SG,4.0,4.0,111.0,16.0,43.0,0.372,4.0,17.0,0.235,12.0,26.0,0.462,0.419,12.0,18.0,0.667,3.0,11.0,14.0,14.0,7.0,2.0,14.0,13.0,48.0,0.0,,4,1,8.1,0.471,0.395,0.419,3.1,11.1,7.2,18.9,3.1,1.9,21.6,26.4,-0.3,0.2,-0.1,-0.06,-7.1,-1.6,-8.7,-0.2,"$21,250,000"
2020,157.0,Cedi Osman,25.0,CLE,SF,59.0,26.0,1510.0,219.0,586.0,0.374,99.0,324.0,0.306,120.0,262.0,0.458,0.458,76.0,95.0,0.8,38.0,163.0,201.0,174.0,53.0,9.0,80.0,119.0,613.0,0.0,,1,0,10.3,0.488,0.553,0.162,2.8,12.4,7.5,17.7,1.7,0.5,11.3,20.4,-0.5,1.0,0.5,0.014,-2.3,-0.9,-3.2,-0.5,"$7,779,711"
2020,166.0,Robert Covington,30.0,POR,PF,70.0,70.0,2243.0,204.0,509.0,0.401,135.0,356.0,0.379,69.0,153.0,0.451,0.533,50.0,62.0,0.806,61.0,405.0,466.0,117.0,101.0,84.0,64.0,195.0,593.0,0.0,,3,0,11.2,0.553,0.699,0.122,2.8,19.8,11.1,6.8,2.2,3.4,10.7,11.5,1.4,2.4,3.7,0.08,-1.3,1.5,0.2,1.2,"$11,719,782"
2020,168.0,Myles Turner,24.0,IND,C,47.0,47.0,1455.0,206.0,432.0,0.477,69.0,206.0,0.335,137.0,226.0,0.606,0.557,111.0,142.0,0.782,63.0,243.0,306.0,48.0,40.0,159.0,67.0,165.0,592.0,0.0,DPOY-9,2,0,15.3,0.599,0.477,0.329,4.7,18.0,11.4,4.4,1.3,8.8,11.9,16.4,1.1,2.2,3.3,0.11,-1.6,2.0,0.4,0.9,"$20,000,000"
2020,195.0,Royce O'Neale,27.0,UTA,SF,71.0,71.0,2241.0,175.0,394.0,0.444,107.0,278.0,0.385,68.0,116.0,0.586,0.58,39.0,46.0,0.848,88.0,397.0,485.0,181.0,57.0,32.0,83.0,182.0,496.0,0.0,,1,0,9.9,0.599,0.706,0.117,4.4,18.0,11.5,10.4,1.2,1.2,16.7,9.6,2.3,3.3,5.6,0.121,-1.2,2.1,1.0,1.7,"$9,000,000"
2020,201.0,Eric Gordon,32.0,HOU,SG,27.0,13.0,789.0,159.0,367.0,0.433,69.0,210.0,0.329,90.0,157.0,0.573,0.527,94.0,114.0,0.825,8.0,50.0,58.0,71.0,14.0,13.0,51.0,44.0,481.0,0.0,,1,0,14.4,0.577,0.572,0.311,1.0,7.1,3.9,14.6,0.8,1.5,10.9,25.2,0.6,0.2,0.8,0.048,0.7,-1.7,-1.0,0.2,"$18,893,589"
2020,209.0,Cody Zeller,28.0,CHO,C,48.0,21.0,1005.0,181.0,324.0,0.559,4.0,28.0,0.143,177.0,296.0,0.598,0.565,85.0,119.0,0.714,119.0,209.0,328.0,86.0,27.0,17.0,51.0,121.0,451.0,0.0,,4,1,18.2,0.599,0.086,0.367,12.6,22.9,17.7,13.2,1.3,1.7,11.9,18.3,2.1,1.1,3.3,0.156,-0.2,-0.2,-0.5,0.4,"$14,000,000"
2020,213.0,Draymond Green,30.0,GSW,PF,63.0,63.0,1982.0,170.0,380.0,0.447,34.0,126.0,0.27,136.0,254.0,0.535,0.492,70.0,88.0,0.795,55.0,393.0,448.0,558.0,105.0,52.0,188.0,194.0,444.0,6.0,"DPOY-3,DEF1",1,0,13.3,0.53,0.332,0.232,3.0,20.8,12.0,36.4,2.5,2.3,31.0,13.1,1.2,3.4,4.6,0.112,-1.6,3.3,1.7,1.9,"$24,916,591"
2020,216.0,Steven Adams,27.0,NOP,C,58.0,58.0,1605.0,189.0,308.0,0.614,0.0,3.0,0.0,189.0,305.0,0.62,0.614,60.0,135.0,0.444,213.0,301.0,514.0,111.0,54.0,38.0,78.0,113.0,438.0,1.0,,4,1,15.1,0.596,0.01,0.438,14.4,20.4,17.4,9.1,1.6,2.2,17.5,11.7,2.3,1.7,4.0,0.119,-0.4,0.1,-0.3,0.7,"$25,000,000"
2020,240.0,Taurean Prince,26.0,2TM,PF,41.0,10.0,905.0,131.0,327.0,0.401,62.0,155.0,0.4,69.0,172.0,0.401,0.495,65.0,76.0,0.855,19.0,123.0,142.0,76.0,28.0,23.0,47.0,75.0,389.0,0.0,,1,0,12.1,0.54,0.474,0.232,2.3,15.3,8.8,12.8,1.5,2.3,11.5,19.6,0.2,0.8,1.0,0.052,-1.2,-0.6,-1.8,0.0,"$12,625,000"
2020,240.0,Taurean Prince,26.0,BRK,PF,12.0,4.0,218.0,30.0,74.0,0.405,13.0,37.0,0.351,17.0,37.0,0.459,0.493,24.0,27.0,0.889,2.0,32.0,34.0,7.0,8.0,8.0,11.0,21.0,97.0,0.0,,1,0,11.7,0.565,0.5,0.365,1.1,15.4,8.6,4.3,1.8,3.2,11.4,19.4,0.0,0.2,0.3,0.062,-2.2,0.1,-2.2,0.0,"$12,625,000"
2020,240.0,Taurean Prince,26.0,CLE,PF,29.0,6.0,687.0,101.0,253.0,0.399,49.0,118.0,0.415,52.0,135.0,0.385,0.496,41.0,49.0,0.837,17.0,91.0,108.0,69.0,20.0,15.0,36.0,54.0,292.0,0.0,,1,0,12.2,0.532,0.466,0.194,2.7,15.2,8.8,15.5,1.4,1.9,11.6,19.7,0.2,0.5,0.7,0.049,-0.9,-0.8,-1.7,0.0,"$12,625,000"
2020,241.0,Gary Harris,26.0,2TM,SG,39.0,38.0,1080.0,138.0,345.0,0.4,48.0,141.0,0.34,90.0,204.0,0.441,0.47,64.0,78.0,0.821,21.0,58.0,79.0,78.0,28.0,11.0,37.0,71.0,388.0,0.0,,3,0,9.1,0.511,0.409,0.226,2.1,5.9,4.0,10.3,1.3,1.0,8.9,16.7,0.2,0.6,0.7,0.033,-2.8,-1.3,-4.2,-0.6,"$21,000,000"
2020,241.0,Gary Harris,26.0,DEN,SG,19.0,19.0,581.0,69.0,156.0,0.442,24.0,75.0,0.32,45.0,81.0,0.556,0.519,22.0,30.0,0.733,13.0,34.0,47.0,32.0,17.0,4.0,14.0,37.0,184.0,0.0,,3,0,9.3,0.544,0.481,0.192,2.5,6.6,4.6,7.1,1.4,0.7,7.6,13.8,0.4,0.4,0.8,0.065,-2.2,-0.6,-2.8,-0.1,"$21,000,000"
2020,241.0,Gary Harris,26.0,ORL,SG,20.0,19.0,499.0,69.0,189.0,0.365,24.0,66.0,0.364,45.0,123.0,0.366,0.429,42.0,48.0,0.875,8.0,24.0,32.0,46.0,11.0,7.0,23.0,34.0,204.0,0.0,,3,0,9.0,0.485,0.349,0.254,1.6,5.2,3.3,14.0,1.1,1.3,9.9,20.2,-0.2,0.2,0.0,-0.005,-3.6,-2.2,-5.8,-0.5,"$21,000,000"
2020,265.0,LaMarcus Aldridge,35.0,2TM,C,26.0,23.0,674.0,140.0,296.0,0.473,31.0,80.0,0.388,109.0,216.0,0.505,0.525,41.0,47.0,0.872,19.0,99.0,118.0,49.0,11.0,29.0,27.0,47.0,352.0,0.0,,2,1,15.7,0.556,0.27,0.159,3.0,15.8,9.4,11.0,0.8,3.7,7.9,22.2,0.5,0.6,1.1,0.08,-0.2,-0.2,-0.3,0.3,"$25,000,000"
2020,265.0,LaMarcus Aldridge,35.0,SAS,C,21.0,18.0,544.0,115.0,248.0,0.464,27.0,75.0,0.36,88.0,173.0,0.509,0.518,31.0,37.0,0.838,17.0,77.0,94.0,36.0,8.0,18.0,20.0,36.0,288.0,0.0,,2,1,15.1,0.545,0.302,0.149,3.3,15.4,9.2,10.2,0.7,2.8,7.0,22.7,0.3,0.5,0.8,0.067,-0.2,-0.7,-0.9,0.2,"$25,000,000"
2020,265.0,LaMarcus Aldridge,35.0,BRK,C,5.0,5.0,130.0,25.0,48.0,0.521,4.0,5.0,0.8,21.0,43.0,0.488,0.563,10.0,10.0,1.0,2.0,22.0,24.0,13.0,3.0,11.0,7.0,11.0,64.0,0.0,,2,1,18.2,0.611,0.104,0.208,1.8,17.8,10.2,14.3,1.1,7.4,11.8,19.9,0.2,0.2,0.4,0.135,0.1,2.1,2.2,0.1,"$25,000,000"
2020,273.0,Dwight Powell,29.0,DAL,C,58.0,19.0,966.0,120.0,194.0,0.619,5.0,21.0,0.238,115.0,173.0,0.665,0.631,97.0,124.0,0.782,80.0,154.0,234.0,63.0,36.0,30.0,40.0,135.0,342.0,0.0,,1,0,16.8,0.688,0.108,0.639,9.2,17.4,13.3,8.9,1.8,2.9,13.9,13.2,2.6,1.2,3.8,0.188,-0.7,1.3,0.6,0.6,"$11,080,125"
2020,280.0,Larry Nance Jr.,28.0,CLE,PF,35.0,27.0,1091.0,128.0,272.0,0.471,41.0,114.0,0.36,87.0,158.0,0.551,0.546,30.0,49.0,0.612,54.0,181.0,235.0,107.0,61.0,17.0,55.0,72.0,327.0,0.0,,2,0,13.2,0.557,0.419,0.18,5.4,19.0,12.1,14.4,2.8,1.4,15.8,13.9,0.5,1.3,1.8,0.08,-1.4,1.8,0.4,0.7,"$11,200,000"
2020,291.0,Kevin Love,32.0,CLE,PF,25.0,25.0,622.0,103.0,252.0,0.409,57.0,156.0,0.365,46.0,96.0,0.479,0.522,42.0,51.0,0.824,17.0,169.0,186.0,63.0,16.0,2.0,38.0,26.0,305.0,0.0,,2,0,15.1,0.556,0.619,0.202,3.0,31.2,16.7,16.0,1.3,0.3,12.2,21.9,0.3,0.6,0.9,0.073,0.9,-0.9,-0.1,0.3,"$30,100,543"
2020,318.0,Gorgui Dieng,31.0,2TM,C,38.0,1.0,552.0,85.0,163.0,0.521,30.0,70.0,0.429,55.0,93.0,0.591,0.613,58.0,67.0,0.866,40.0,100.0,140.0,48.0,26.0,16.0,32.0,56.0,258.0,0.0,,4,1,19.2,0.67,0.429,0.411,7.6,19.5,13.5,12.0,2.3,2.6,14.3,17.4,1.3,0.8,2.1,0.185,1.8,1.5,3.4,0.7,"$15,700,000"
2020,318.0,Gorgui Dieng,31.0,MEM,C,22.0,1.0,371.0,56.0,108.0,0.519,23.0,48.0,0.479,33.0,60.0,0.55,0.625,38.0,43.0,0.884,28.0,70.0,98.0,29.0,17.0,14.0,22.0,38.0,173.0,0.0,,4,1,19.2,0.682,0.444,0.398,7.9,20.2,14.0,10.6,2.2,3.4,14.8,17.0,0.9,0.6,1.5,0.19,1.8,1.6,3.3,0.5,"$15,700,000"
2020,318.0,Gorgui Dieng,31.0,SAS,C,16.0,0.0,181.0,29.0,55.0,0.527,7.0,22.0,0.318,22.0,33.0,0.667,0.591,20.0,24.0,0.833,12.0,30.0,42.0,19.0,9.0,2.0,10.0,18.0,85.0,0.0,,4,1,19.0,0.648,0.4,0.436,6.9,18.0,12.3,15.0,2.4,0.9,13.2,18.2,0.4,0.2,0.7,0.175,2.0,1.5,3.5,0.2,"$15,700,000"
2020,357.0,Justise Winslow,24.0,MEM,SF,26.0,1.0,507.0,74.0,210.0,0.352,10.0,54.0,0.185,64.0,156.0,0.41,0.376,20.0,35.0,0.571,18.0,100.0,118.0,50.0,15.0,12.0,37.0,47.0,178.0,0.0,,2,1,6.2,0.395,0.257,0.167,3.7,21.1,12.3,13.3,1.4,2.1,14.1,21.9,-1.3,0.6,-0.7,-0.066,-6.2,0.2,-6.0,-0.5,"$13,000,000"
2020,445.0,T.J. Warren,27.0,IND,SF,4.0,4.0,117.0,27.0,51.0,0.529,0.0,7.0,0.0,27.0,44.0,0.614,0.529,8.0,10.0,0.8,2.0,12.0,14.0,5.0,2.0,0.0,4.0,16.0,62.0,0.0,,3,0,11.6,0.56,0.137,0.196,1.9,11.1,6.5,6.5,0.8,0.0,6.7,21.6,0.1,0.1,0.1,0.045,-3.6,-1.9,-5.5,-0.1,"$11,750,000"
2020,491.0,Spencer Dinwiddie,27.0,BRK,SG,3.0,3.0,64.0,6.0,16.0,0.375,2.0,7.0,0.286,4.0,9.0,0.444,0.438,6.0,6.0,1.0,0.0,13.0,13.0,9.0,2.0,1.0,5.0,4.0,20.0,0.0,,2,0,10.1,0.536,0.438,0.375,0.0,21.3,11.2,17.6,1.5,1.4,21.2,16.1,0.0,0.1,0.1,0.045,-2.4,2.6,0.2,0.0,"$11,454,048"
2021,3.0,Joel Embiid,27.0,PHI,C,68.0,68.0,2297.0,666.0,1334.0,0.499,93.0,251.0,0.371,573.0,1083.0,0.529,0.534,654.0,803.0,0.814,146.0,650.0,796.0,284.0,77.0,99.0,214.0,181.0,2079.0,2.0,"MVP-2,AS,NBA2",4,0,31.2,0.616,0.188,0.602,7.2,31.1,19.4,23.5,1.7,3.9,11.3,37.2,7.9,4.1,12.0,0.252,7.2,2.0,9.2,6.5,"$29,542,010"
2021,8.0,Devin Booker,25.0,PHO,SG,68.0,68.0,2345.0,662.0,1421.0,0.466,183.0,478.0,0.383,479.0,943.0,0.508,0.53,315.0,363.0,0.868,45.0,297.0,342.0,329.0,77.0,26.0,162.0,180.0,1822.0,0.0,"MVP-4,AS,NBA1",3,0,21.3,0.576,0.336,0.255,2.1,13.2,7.8,22.4,1.6,1.0,9.3,32.0,4.3,3.3,7.6,0.156,3.9,0.2,4.1,3.6,"$31,650,600"
2021,9.0,Karl-Anthony Towns,26.0,MIN,C,74.0,74.0,2476.0,642.0,1214.0,0.529,150.0,366.0,0.41,492.0,848.0,0.58,0.591,384.0,467.0,0.822,194.0,533.0,727.0,269.0,72.0,83.0,226.0,267.0,1818.0,1.0,"AS,NBA3",3,0,24.1,0.64,0.301,0.385,8.2,23.6,15.7,18.0,1.4,3.2,13.7,27.8,7.1,3.2,10.3,0.199,4.5,0.5,5.0,4.4,"$31,650,600"
2021,17.0,Jaylen Brown,25.0,BOS,SF,66.0,66.0,2220.0,576.0,1217.0,0.473,166.0,464.0,0.358,410.0,753.0,0.544,0.541,241.0,318.0,0.758,53.0,351.0,404.0,231.0,70.0,18.0,178.0,163.0,1559.0,2.0,,2,0,18.9,0.574,0.381,0.261,2.6,16.7,9.8,17.9,1.6,0.7,11.6,30.5,2.3,3.4,5.8,0.124,1.9,0.1,2.1,2.2,"$26,583,334"
2021,18.0,Pascal Siakam,27.0,TOR,PF,68.0,68.0,2578.0,596.0,1207.0,0.494,75.0,218.0,0.344,521.0,989.0,0.527,0.525,284.0,379.0,0.749,128.0,452.0,580.0,360.0,85.0,42.0,181.0,225.0,1551.0,2.0,NBA3,2,0,20.3,0.565,0.181,0.314,5.1,20.1,12.2,23.0,1.6,1.6,11.6,25.8,4.9,3.2,8.1,0.151,2.7,0.8,3.5,3.6,"$34,226,304"
